ANN,ANNdetrended,SDNN,MedianNN,MedianNNdetrended,RangeNN,rMMSD,SDSD,NN50,pNN50,avgHR,Percentile10NN,Percentile10NNdetrended,Percentile25NN,Percentile25NNdetrended,Percentile75NN,Percentile75NNdetrended,Percentile90NN,Percentile90NNdetrended,IQR,MinMaxNNdiff,MeanAbsDiffNN,MeanAbsDiffNNdetrend,MeanAbsDeviationNN,MeanAbsDeviationNNdetrended,MedianAbsDeviationNN,MedianAbsDeviationNNdetrended,VLF_RAW,VLF_NU,LF_RAW,LF_NU,HF_RAW,HF_NU,TOT_RAW,LFHF_RATIO,VLF_NU_LOG,LF_NU_LOG,HF_NU_LOG,LFHF_RATIO_LOG,VLF_PEAK,LF_PEAK,HF_PEAK,VLF_RAW_BA,VLF_NU_BA,LF_RAW_BA,LF_NU_BA,HF_RAW_BA,HF_NU_BA,TOT_RAW_BA,LFHF_RATIO_BA,VLF_NU_LOG_BA,LF_NU_LOG_BA,HF_NU_LOG_BA,LFHF_RATIO_LOG_BA,DFAalpha1,DFAalpha2,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE7,MSE8,MSE9,MSE10,Labels
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
1.0369892473118278,-3.3306690738754696e-16,0.0444236054198235,1.04,0.003248892130534697,0.29999999999999993,0.0021920321432245845,0.02289083524940034,25.0,0.08960573476702509,62.264022988505744,0.985,-0.051697601918465515,1.01,-0.0273873323000588,1.065,0.027262980168860033,1.09,0.054957200322690886,0.05499999999999994,0.29999999999999993,0.048524535210543306,0.04833424863643845,0.03373916059660079,0.033466045220411585,0.02500000000000013,0.0272766717501578,0.004354417048863825,0.09919979416453233,0.015272990448526829,0.34794037681026696,0.028622433786342133,0.6520596231897331,0.048249841283732775,0.5336020885762236,0.09458245522658933,0.2985777806589845,0.502022765966712,0.4276192746264504,0.03662109375,0.146484375,0.390625,0.010459295338674022,0.29088112788476483,0.01602785463082141,0.44574708731548585,0.01992942941414958,0.5542529126845142,0.04641657938364501,0.8042304823560019,0.2553250300765134,0.3686262034012031,0.44099498817843097,0.5901341753177218,1.0421501994763134,0.3790101920876259,1.994209714577916,1.5507850296725052,1.4358691467497404,1.5531459961417131,1.631021484101275,1.5778325730187692,1.589235205116581,1.635190408536515,1.8123787564307907,1.9600947840472702,S2
1.041978417266187,3.2747585618439873e-16,0.04331947771883316,1.045,0.004452541611755678,0.29999999999999993,0.0022074122277542982,0.022953958019741167,24.0,0.08633093525179858,62.56236154649948,0.9915,-0.050518623182273834,1.02,-0.02384002335804536,1.065,0.026210274356502028,1.09,0.048666693755744686,0.04499999999999993,0.29999999999999993,0.04660156351453378,0.04674620903018936,0.032009212773666,0.03201448640407878,0.024999999999999908,0.024269447374440256,0.024075057023352518,0.16613449818318554,0.06848760345864892,0.4726117002063575,0.07642544763328349,0.5273882997936427,0.16898810811528492,0.8961361114595864,0.15369443134733546,0.387037491192108,0.4235592832317573,0.639818190000649,0.01220703125,0.048828125,0.15869140625,0.016063232543239655,0.11951927246743815,0.06151985275200938,0.4577414927805782,0.07287882799310581,0.5422585072194218,0.15046191328835484,0.8441388870554974,0.11289937215408193,0.37688831524686783,0.4332479052016026,0.6120124406579311,0.9874168757812536,0.26156857350294554,1.9542319723928048,1.579957319424637,1.5553706911638243,1.7695856117337332,1.4527841023887236,1.499437017219772,1.4271163556401458,1.540445040947149,1.4954936530848826,1.201027294096179,S2
1.042653429602888,4.004017334297947e-16,0.03622217719079825,1.045,0.002097792492736561,0.2349999999999999,0.002176025543637217,0.02212171385717933,22.0,0.07942238267148015,62.57333333333335,0.995,-0.0468697792041046,1.02,-0.0259436263577425,1.065,0.023979175394577112,1.085,0.041714412993228624,0.04499999999999993,0.2349999999999999,0.04047847015120889,0.04024569490327988,0.028341174783979975,0.028211907367656143,0.020000000000000014,0.025373166856563326,0.01879071577347191,0.08498102817916976,0.07322881003058104,0.3311773560814208,0.14788778712160333,0.6688226439185792,0.2399073129256563,0.4951646884158688,0.08156250129039667,0.2860637807849501,0.5121183741551626,0.4022363602510377,0.03662109375,0.146484375,0.15869140625,0.04633932402473805,0.2912054287764749,0.07907155427041186,0.4969012032425253,0.08005777315812121,0.5030987967574747,0.20546865145327112,0.9876811601321775,0.25557622296745564,0.4033971067616475,0.4075288416494212,0.6869687131445027,0.9647639735538288,0.4114573477276363,1.9854378146845304,1.692668566583824,1.5707687712749463,1.7385677404782116,1.6468254445057209,1.4824016712972337,1.5626457509273417,1.2116356770715049,1.3300546427970146,1.1096621248546947,S2
